"fingerprint","signature","linter","filename","message","source","occurrence","baseline_line","baseline_column","review_step","disposition"
"3e94cfc5b3f444c51a5ba8ac7f9891da","4b9cfab3f3d90b6ea9911592f768ee13","indentation_linter","R/sitemix_estimates.R","Indentation should be 10 spaces but is 8 spaces.","        ""se_pre_smoothing"" %in% names(x) &&",1,954,8,"049","approved_style_debt"
"e36a1bf0dce5a6710a7f71e0c9f5940f","f6dcada4524ac4d7c0438f99dbf61867","indentation_linter","R/sitemix_estimates.R","Indentation should be 10 spaces but is 8 spaces.","        ""se_raw_pre_smoothing"" %in% names(x) &&",1,1030,8,"049","approved_style_debt"
"f79acad3f4de85efb971ef2002c6eac3","ff9e1dd56922ed0593a8ae0bf378432e","indentation_linter","R/sitemix_estimates.R","Indentation should be 10 spaces but is 8 spaces.","        (any(!is.na(x$sensitivity_n[hidden])) ||",1,873,8,"049","approved_style_debt"
"d0dca17e25365772a935e9bbd91849a1","122eda94d6536459f1136d808632135f","indentation_linter","R/sitemix_estimates.R","Indentation should be 12 spaces but is 10 spaces.","          !identical(x$sensitivity_n[observed], x$n[observed]) ||",1,862,10,"049","approved_style_debt"
"0e39ddfbbfbf83dbc36ec041642348af","3f36302745c2b6cc9a8c5e6ff5ccc9c7","indentation_linter","R/sitemix_estimates.R","Indentation should be 14 spaces but is 8 spaces.","        !actual_scalar %in% c(""none"", ""wilson_boundary_surrogate""))) {",1,1399,8,"049","approved_style_debt"
"44b97425138e167619794c12889afa64","253a8752a6fbea4901bc8d508a7b3044","indentation_linter","R/sitemix_estimates.R","Indentation should be 6 spaces but is 8 spaces.","        !isTRUE(all.equal(",1,1302,8,"049","approved_style_debt"
"0e027b64c2830faf5bf290cc8c7689a4","141f0af04b84d995fbe472fee76a85a9","indentation_linter","R/sitemix_estimates.R","Indentation should be 8 spaces but is 6 spaces.","      !isTRUE(all.equal(x$fpc_variance_multiplier, expected_q, tolerance = tol, check.attributes = FALSE)) ||",1,580,6,"049","approved_style_debt"
"800fbed90c7a3ccddb072382af9dc37b","68dfdcff27948bda3f8355bf9c2d5bb9","indentation_linter","R/sitemix_estimates.R","Indentation should be 8 spaces but is 6 spaces.","      !isTRUE(all.equal(x$se_multiplier_applied, sqrt(expected_applied), tolerance = tol, check.attributes = FALSE))) {",1,609,6,"049","approved_style_debt"
"7b1c1f1aeea45fd89813e70feefa7dff","faed673942e907b2bd0c94bfd327f37f","indentation_linter","R/sitemix_estimates.R","Indentation should be 8 spaces but is 6 spaces.","      !target_column %in% names(x)) {",1,384,6,"049","approved_style_debt"
"c52552d8a51b7785461312851cbddc35","b5b3be532951510e5fbb4406be4934b4","indentation_linter","R/sitemix_estimates.R","Indentation should be 8 spaces but is 6 spaces.","      any(x$population_size < 1) ||",1,561,6,"049","approved_style_debt"
"cb21860ad0de562febade47431b7dbf2","0a8eab4bc31159958dc327f7b2099ed4","indentation_linter","R/sitemix_estimates.R","Indentation should be 8 spaces but is 6 spaces.","      anyNA(x$flag_suppressed) ||",1,512,6,"049","approved_style_debt"
"3f9e35a5cae5267b9886ac56ba75e3f3","b1d013a7e200debd9d72674993f0c000","line_length_linter","R/sitemix_estimates.R","Lines should not be more than 120 characters. This line is 121 characters.","          !isTRUE(all.equal(x$sensitivity_var_raw[observed], expected_var, tolerance = tol, check.attributes = FALSE)) ||",1,863,121,"049","approved_style_debt"
"7f38366c4ae886af5845c02d3e81bf87","009699c2f3719ed0d864494acca6b979","line_length_linter","R/sitemix_estimates.R","Lines should not be more than 120 characters. This line is 133 characters.","  sensitivity_fields <- c(""sensitivity_probability"", ""sensitivity_var_raw"", ""sensitivity_var"", ""sensitivity_n"", ""sensitivity_method"")",1,832,121,"049","approved_style_debt"
"cfc23c272f87590b294b34f9fd857788","5c9006e342f4e07e9a6829867caeda2e","line_length_linter","R/sitemix_estimates.R","Lines should not be more than 120 characters. This line is 134 characters.","    if (any(retained) && (anyNA(x[[column]][retained]) || any(!is.finite(x[[column]][retained])) || any(x[[column]][retained] < 0))) {",1,630,121,"049","approved_style_debt"
"5aa5c70304da4816837f0dd2da49f277","8c5cbc68d4ab88bc1ecc2d5a48b89ea8","line_length_linter","R/sitemix_estimates.R","Lines should not be more than 120 characters. This line is 136 characters.","  if (any(suppressed_drop & (!x$flag_suppressed | !identical(x$input_mode[suppressed_drop], rep(""aggregate"", sum(suppressed_drop)))))) {",1,696,121,"049","approved_style_debt"
"6989d09e011dd4eb076005fedd368a3b","360a3a1d43d54186ab9204eaa15e223c","line_length_linter","R/sitemix_estimates.R","Lines should not be more than 120 characters. This line is 136 characters.","  if (any(suppressed_sensitivity & !identical(x$estimate_scale[suppressed_sensitivity], rep(""arcsine"", sum(suppressed_sensitivity))))) {",1,710,121,"049","approved_style_debt"
"afe69f9c23fc303465948c8a8a161cdc","e82cc05c0b62cb5c11ce20a202e8cd19","line_length_linter","R/sitemix_estimates.R","Lines should not be more than 120 characters. This line is 139 characters.","  if (!is.null(role) && (!is.character(role) || length(role) != 1L || is.na(role) || !role %in% c(""summary_uncertainty"", ""descriptive""))) {",1,1596,121,"049","approved_style_debt"
"62e2868517161c54235c78452023b324","bff924a5f1f56a1f76bd90e7b1ced496","line_length_linter","R/sitemix_estimates.R","Lines should not be more than 120 characters. This line is 140 characters.","    .sm_schema_error(""`theta_raw` must be in [0, 1]."", expected = ""[0, 1]"", actual = paste(range(x$theta_raw[retained]), collapse = "" to ""))",1,740,121,"049","approved_style_debt"
"7a05c99774385bd80f95d5e41afa66ed","12bf09989344f045d13e1258de2a935a","line_length_linter","R/sitemix_estimates.R","Lines should not be more than 120 characters. This line is 154 characters.","  if (!is.null(family) && (!is.character(family) || length(family) != 1L || is.na(family) || !family %in% c(""binomial"", ""multivariate"", ""multinomial""))) {",1,1578,121,"049","approved_style_debt"
"d5f40462cd0348221d6145500b52e2ad","089ce951b947b82cce1e793d45aace06","line_length_linter","R/sitemix_estimates.R","Lines should not be more than 120 characters. This line is 157 characters.","  if (any(suppressed_sensitivity & (!x$flag_suppressed | !identical(x$input_mode[suppressed_sensitivity], rep(""aggregate"", sum(suppressed_sensitivity)))))) {",1,703,121,"049","approved_style_debt"
"3b88bbb5ac1d6484d6ac1691509bd1b2","269eb2d90b74b16aac3b2bdebad8182b","indentation_linter","R/sm_diagnose.R","Indentation should be 10 spaces but is 8 spaces.","        (!is.finite(x$theta_hat[[i]]) ||",1,368,8,"049","approved_style_debt"
"9126e0214947c66d349c9ea66db6cf54","09a1f9ea306ba66b029730edb00d9e22","indentation_linter","R/sm_diagnose.R","Indentation should be 11 spaces but is 10 spaces.","          !is.finite(x$se[[i]]) ||",1,369,10,"049","approved_style_debt"
"af6f2ea52ecf2b810fa199b1299b70a0","de2c5ef2cdbc286e1f717e8c226f9541","indentation_linter","R/sm_diagnose.R","Indentation should be 17 spaces but is 8 spaces.","        identical(facts$smoothing_v_relation, ""mixed"")) {",1,529,8,"049","approved_style_debt"
"011e7f01364ab153950c2ddfb9dd4637","83e4f5411f4a099aadb02cf636f5cb99","indentation_linter","R/sm_diagnose.R","Indentation should be 22 spaces but is 8 spaces.","        identical(facts$smoothing_provenance_valid, FALSE)) {",1,526,8,"049","approved_style_debt"
"e527dfdd6513ddca6e338c5d4a030a01","a49a0ff868e971229f89c470ff68531b","line_length_linter","R/sm_diagnose.R","Lines should not be more than 120 characters. This line is 145 characters.","    ""i"" = ""{summary$n_cells} cells | {summary$n_groups} groups | {summary$n_indicators} indicators | family = {attr(x, 'family', exact = TRUE)}"",",1,627,121,"049","approved_style_debt"
"696370362f73bfbf1e5014043014d48c","0573e41fe5b71192aacf6cd938877b3f","line_length_linter","R/sm_diagnose.R","Lines should not be more than 120 characters. This line is 160 characters.","    ""i"" = ""{summary$n_flag_small_n} small-n rows | {summary$n_flag_zero_cell} zero-cell rows | {summary$n_flag_below_accountability} below-accountability rows"",",1,628,121,"049","approved_style_debt"
"177cd75c3e58e3483139df54880ccb4b","f57380e408f85f0c0945ac3edc7fe37b","indentation_linter","R/sm_estimate.R","Indentation should be 8 spaces but is 6 spaces.","      (!is.character(x) || length(x) != 1L || is.na(x) || !nzchar(x))) {",1,822,6,"049","approved_style_debt"
"1c5152f4afa197adf7dc679619449708","6d766abb640a11be704ffb3b608b9d97","indentation_linter","R/sm_estimate.R","Indentation should be 8 spaces but is 6 spaces.","      x <= 0 || x != floor(x) || x > .Machine$integer.max) {",1,845,6,"049","approved_style_debt"
"ae0c027b3b4dcd2a977cf96638b22f7a","af5f35ca0d8dcbd44c012464a9d78ad1","line_length_linter","R/sm_estimate.R","Lines should not be more than 120 characters. This line is 123 characters.","      fix = ""Use `from_counts = TRUE` for full sufficient counts or `from_aggregates = TRUE` for published aggregate rows.""",1,568,121,"049","approved_style_debt"
"2cd28316ccb702ba18bc8d9bb5ad4575","08be87cc607db271a3fb6b91585e61bb","indentation_linter","R/sm_vcov.R","Indentation should be 10 spaces but is 8 spaces.","        any(abs(q - 1) > tol) || any(abs(q_se - 1) > tol) ||",1,767,8,"049","approved_style_debt"
"03717e314b6326cfb93b1c1a0a7644d6","ed5fcd805caeec183314a6345fcad28c","indentation_linter","R/sm_vcov.R","Indentation should be 10 spaces but is 8 spaces.","        x$positive_support > k) {",1,928,8,"049","approved_style_debt"
"9c371305d07a8670940fa5d50c8b6a3b","7d92e19fa35bf0e5b7aba27655f0eaac","indentation_linter","R/sm_vcov.R","Indentation should be 25 spaces but is 8 spaces.","        is.integer(positive_support) && length(positive_support) == 1L &&",1,403,8,"049","approved_style_debt"
"2f73f73075ad53461ce236729a90e6c2","e26a05420b7210062a6649cb2d27c830","indentation_linter","R/sm_vcov.R","Indentation should be 8 spaces but is 6 spaces.","      any(!is.na(x) & !is.finite(x)) ||",1,866,6,"049","approved_style_debt"
"7fed26058f012969ed92ba03fe711c7a","4852402570afa951e47045ac1f0284a3","indentation_linter","R/sm_vcov.R","Indentation should be 8 spaces but is 6 spaces.","      any(abs(q_se^2 - q) > tol) ||",1,807,6,"049","approved_style_debt"
"9420ede2c9466964d4668ae97a1b7bbf","520d44d118a42fa01884f2ef9eb46b3b","indentation_linter","R/sm_vcov.R","Indentation should be 8 spaces but is 6 spaces.","      any(fraction <= 0 | fraction > 1)) {",1,782,6,"049","approved_style_debt"
"ee9bec3cddb8c7bd8b8f0afee1952864","1fd555cb9c13838f23ba0362d9394ee3","indentation_linter","R/sm_vcov.R","Indentation should be 9 spaces but is 8 spaces.","        abs(x) <= .Machine$integer.max)",1,563,8,"049","approved_style_debt"
"4a6bcdd85b7b602991b595d7d76bb409","57007c6bfb2750ea58d38678484e988d","line_length_linter","R/sm_vcov.R","Lines should not be more than 120 characters. This line is 127 characters.","  if (!is.character(indicator_order) || length(indicator_order) != k || anyNA(indicator_order) || any(indicator_order == """")) {",1,616,121,"049","approved_style_debt"
"a5fac034607527d72af34df80341847e","75d1054c3b342dadab199c0515c4155d","line_length_linter","R/sm_vcov.R","Lines should not be more than 120 characters. This line is 137 characters.","  .sm_vcov_scalar_chr(x$matrix_boundary_rule, ""matrix_boundary_rule"", allowed = c(""none"", ""diagonal_boundary_floor"", ""simplex_preserve""))",1,674,121,"049","approved_style_debt"
"8a9fbe68f24304949cf9019eef829d58","3e7a7d850038b027e79a6ea4bc18c1cd","line_length_linter","R/sm_vcov.R","Lines should not be more than 120 characters. This line is 182 characters.","  if (!is.character(x$scalar_correction_rule) || length(x$scalar_correction_rule) != k || anyNA(x$scalar_correction_rule) || any(!x$scalar_correction_rule %in% valid_scalar_rules)) {",1,688,121,"049","approved_style_debt"
"df307556f9a89325f2a450105f6f0f10","008d2638f768a1ac8925ef4358d1b217","indentation_linter","R/smooth.R","Indentation should be 8 spaces but is 6 spaces.","      !all(eligible_scales %in% c(""arcsine"", ""arcsine_anscombe""))) {",1,623,6,"049","approved_style_debt"
"16f492f4f9352311fe1f5a1b67e037e7","ad1b5ad9c1f0ffb583ced402aa1a682f","indentation_linter","R/smooth.R","Indentation should be 8 spaces but is 6 spaces.","      !identical(fit_summary$scale[[1]], ""se"")) {",1,618,6,"049","approved_style_debt"
"8d10fefe8c3641b5fa3c8f4d1137c1fb","ed3922804fe968b2fec4656748392f48","indentation_linter","R/smooth.R","Indentation should be 8 spaces but is 6 spaces.","      !is.symbol(formula[[2L]]) ||",1,481,6,"049","approved_style_debt"
"462216f5f52315ab502c1cf8a97df994","9035d92d104b08b8954a34e95f303c58","indentation_linter","R/smooth.R","Indentation should be 8 spaces but is 6 spaces.","      length(values) != n_expected ||",1,812,6,"049","approved_style_debt"
"d1f7e3307451eb0e5510aa4bea2faed5","a67c7d78780755e8708469497061afdc","line_length_linter","R/smooth.R","Lines should not be more than 120 characters. This line is 131 characters.","      fix = ""Smooth an identified estimates object; consume separated sensitivity fields only in a dedicated sensitivity analysis.""",1,182,121,"049","approved_style_debt"
"d181f9c3ef06b0646aef446a942c24d5","81999e5c9670afe01f084ea2fbc7dbcd","line_length_linter","R/smooth.R","Lines should not be more than 120 characters. This line is 152 characters.","    fix = ""Use `by = \""year\""` to add year fixed effects in one pooled smoothing model, or keep `by = NULL` only when a fully pooled trend is intended.""",1,1025,121,"049","approved_style_debt"
"dcc88f2f981e453ef790c7bb3a620165","f5118a960f8fb06482bb658d4c54eedd","indentation_linter","R/suppression.R","Indentation should be 6 spaces but is 8 spaces.","        n_rows = as.integer(n_rows),",1,344,8,"049","approved_style_debt"
"3c6607ccd0185c5cce52345e9752eeac","418dfc4d256eef0a142d6c57b985aad0","indentation_linter","R/suppression.R","Indentation should be 8 spaces but is 6 spaces.","      !is.atomic(suppression_flag_value) ||",1,521,6,"049","approved_style_debt"
"04bd5cecab4dd4b240850eb141808233","c4d69118c6c2a1093416828f60b23cab","indentation_linter","R/suppression.R","Indentation should be 8 spaces but is 6 spaces.","      all(c(""c_jt"", ""n_jt"") %in% names(mapped)) &&",1,250,6,"049","approved_style_debt"
"1cdfa508423c5ef128bca3f67851eb62","fcc2c56628f4a8f104067708be4421ca","line_length_linter","R/suppression.R","Lines should not be more than 120 characters. This line is 135 characters.","        median_n_suppressed = if (any(tier1 & !is.na(group$n_jt))) stats::median(group$n_jt[tier1 & !is.na(group$n_jt)]) else NA_real_,",1,352,121,"049","approved_style_debt"
"4fe42d25d1c0354c4815d96270e8a543","792060f85f8aeed7a18aa794638e13c3","line_length_linter","R/sur-covariance.R","Lines should not be more than 120 characters. This line is 125 characters.","      fix = ""Use jointly observed student-level indicators or restrict this covariance request to at most three indicators."",",1,496,121,"049","approved_style_debt"
"e20930eb6592a841872688f0aa973d22","927cbe30043fcb0575a602f44923b841","line_length_linter","R/sur-covariance.R","Lines should not be more than 120 characters. This line is 136 characters.","  if (!is.character(indicators) || length(indicators) < 2L || anyNA(indicators) || any(indicators == """") || anyDuplicated(indicators)) {",1,368,121,"049","approved_style_debt"
"deeda897cfd50b9485cdc1ce2eaa009a","a7ea3aea44d38e32cee964e1984fc5ef","line_length_linter","R/sur-covariance.R","Lines should not be more than 120 characters. This line is 140 characters.","  marginal_counts <- .sm_validate_sur_count_vector(marginal_counts, n = n, expected_length = length(indicators), column = ""marginal_counts"")",1,54,121,"049","approved_style_debt"
"4a2d051156aed655fd9e1b5cb9c86c1d","27ed179dff84f651df4fcc233fab8812","indentation_linter","R/uncertainty-contract.R","Indentation should be 8 spaces but is 6 spaces.","      isTRUE(smoothing$overwrite) && isTRUE(v_fact$present) &&",1,131,6,"049","approved_style_debt"
"70245a3f19ac60acd14ef030706d1a29","0a6601ab8619f475e6cadda39f65e4ff","indentation_linter","R/validate-input.R","Indentation should be 8 spaces but is 6 spaces.","      length(accountability_n) != 1L ||",1,118,6,"049","approved_style_debt"
"c6d9ef324d1139199c6f31f64e2b02d2","6a6e58f497304e62db5f7cb903b1d1c0","indentation_linter","R/validate-input.R","Indentation should be 8 spaces but is 6 spaces.","      length(fpc) == 0L ||",1,143,6,"049","approved_style_debt"
"5d1ed620eee073b3a21ad436840dc8c5","4b24319a69c956c387c1f627c4c5030d","indentation_linter","R/validate-input.R","Indentation should be 8 spaces but is 6 spaces.","      length(suppressed_theta_hat) != 1L ||",1,266,6,"049","approved_style_debt"
"11dd47aa26947f6045e8bb113216ac8d","12b04a696a7651d20daa2d54e568146c","line_length_linter","R/validate-input.R","Lines should not be more than 120 characters. This line is 122 characters.","  if (!is.character(id_cols) || length(id_cols) != 2L || anyNA(id_cols) || any(id_cols == """") || anyDuplicated(id_cols)) {",1,354,121,"049","approved_style_debt"
"584eb67ddc994d8e16cde8c731f1aa7b","09e8acb826921fc6ecb0d419ccab98e0","line_length_linter","R/validate-input.R","Lines should not be more than 120 characters. This line is 129 characters.","      ""`suppression = \""upper_bound\""` is a non-identified variance-sensitivity scenario and requires explicit acknowledgement."",",1,307,121,"049","approved_style_debt"
"a381b2c599d22635523dcf2e8ae402d9","f5981edbd1678f94bc99c79f29ef4717","line_length_linter","R/validate-input.R","Lines should not be more than 120 characters. This line is 131 characters.","  if (!is.numeric(min_n) || length(min_n) != 1L || is.na(min_n) || !is.finite(min_n) || min_n <= 0 || min_n != as.integer(min_n)) {",1,104,121,"049","approved_style_debt"
"2beab4e8284fb04b321e311814919424","e11a019a8589a491c7cbcd47dd4c49fe","line_length_linter","R/validate-input.R","Lines should not be more than 120 characters. This line is 136 characters.","      fix = ""Pass TRUE only after accepting that `upper_bound` returns a non-identified variance-sensitivity scenario, not an estimate.""",1,289,121,"049","approved_style_debt"
"34457aac962eb630fb006b0f46d99ab6","bcac39b236e52669f6ad65dd5e3eb0e4","line_length_linter","R/validate-input.R","Lines should not be more than 120 characters. This line is 138 characters.","    if (!is.character(indicators) || length(indicators) < 2L || anyNA(indicators) || any(indicators == """") || anyDuplicated(indicators)) {",1,420,121,"049","approved_style_debt"
"9e50bc7f2d667d5d3b23860af00b1fb6","554c250247a3f7f7f728c5b3d7fb059d","line_length_linter","R/validate-input.R","Lines should not be more than 120 characters. This line is 139 characters.","      fix = ""Set the acknowledgement only if separated sensitivity fields, rather than canonical estimates or covariance, are appropriate.""",1,311,121,"049","approved_style_debt"
"1f4dee3fdbc210bbd7728b949ca47c44","54819a87c4c695ea95043b0934f39c52","line_length_linter","R/validate-input.R","Lines should not be more than 120 characters. This line is 141 characters.","      fix = ""Pass a positive whole-number threshold (default `accountability_n = 30L`) that controls the `flag_below_accountability` column.""",1,132,121,"049","approved_style_debt"
"439b366c9607fcc55afc8fe2f7c4a5b9","e477a664ccc6fcfc577cdfec2bec349b","indentation_linter","R/variance.R","Indentation should be 8 spaces but is 6 spaces.","      !length(fpc) %in% c(1L, length(n)) ||",1,227,6,"049","approved_style_debt"
"58598aa12b9fdfcdfda35323d399faac","8170ddbeaefbc0336b08a4867cf2aa03","indentation_linter","R/variance.R","Indentation should be 8 spaces but is 6 spaces.","      anyNA(var_method) ||",1,200,6,"049","approved_style_debt"
"cf96f30da921f61c7d6ffa5b8c9fb3e2","e11e2b76c247bf2ba2374838232a130b","line_length_linter","tests/testthat/helper-regression.R","Lines should not be more than 120 characters. This line is 124 characters.","      data.frame(scenario = ""d0_2024_frpm"", baseline$aggregate_d0_alprek_2024_frpm$sentinel_rows, stringsAsFactors = FALSE),",1,408,121,"049","approved_style_debt"
"049ee49f5ff5510c911ca098f65bd18e","8a75a0f3f238f252a43e16c861f2fdf2","line_length_linter","tests/testthat/helper-regression.R","Lines should not be more than 120 characters. This line is 126 characters.","  utils::write.csv(regression_flat_vcov(baseline, small_names), file.path(out_dir, ""small_cases_vcov.csv""), row.names = FALSE)",1,394,121,"049","approved_style_debt"
"3ce8188a5915816571618dbfc5870943","40eaf5bc43958df90831ff71bfd29893","line_length_linter","tests/testthat/helper-regression.R","Lines should not be more than 120 characters. This line is 132 characters.","    data.frame(section = ""n_by_year"", key = baseline$alprek_content$n_by_year$year, value = baseline$alprek_content$n_by_year$n_jt),",1,397,121,"049","approved_style_debt"
"932f86432aec34c56f8ee5453cf2ab01","a465a3e1e651b53fa9da72e12723d5db","line_length_linter","tests/testthat/helper-regression.R","Lines should not be more than 120 characters. This line is 143 characters.","      data.frame(scenario = ""d1_2024_four_indicator"", baseline$aggregate_d1_alprek_2024_four_indicator$sentinel_rows, stringsAsFactors = FALSE)",1,409,121,"049","approved_style_debt"
"9973f772af47be6159e3a4bbc230e687","322d9df0f4a4bbd11b87033db83e5db9","line_length_linter","tests/testthat/helper-regression.R","Lines should not be more than 120 characters. This line is 152 characters.","    data.frame(section = ""n_jt_quantile_type1"", key = baseline$alprek_content$n_jt_quantile_probs, value = baseline$alprek_content$n_jt_quantile_type1),",1,398,121,"049","approved_style_debt"
"998e4088f37c26b429625832c7ba1394","286c2a7200efc25bed517070c818f5fa","line_length_linter","tests/testthat/helper-regression.R","Lines should not be more than 120 characters. This line is 185 characters.","    data.frame(section = ""d0_2024_frpm"", key = names(baseline$aggregate_d0_alprek_2024_frpm$summary), value = unlist(baseline$aggregate_d0_alprek_2024_frpm$summary, use.names = FALSE)),",1,399,121,"049","approved_style_debt"
"d293ab8616834d072347fba601f051a6","3f8f21ddbd415890894d7a27229858a6","line_length_linter","tests/testthat/helper-regression.R","Lines should not be more than 120 characters. This line is 232 characters.","    data.frame(section = ""d1_2024_four_indicator"", key = paste0(baseline$aggregate_d1_alprek_2024_four_indicator$by_indicator$indicator, ""_zero_cell""), value = baseline$aggregate_d1_alprek_2024_four_indicator$by_indicator$zero_cell)",1,402,121,"049","approved_style_debt"
"2f02698476b9b68603a6145249261347","15d79b8b99256dbedd0d27834572f4d2","line_length_linter","tests/testthat/helper-regression.R","Lines should not be more than 120 characters. This line is 241 characters.","    data.frame(section = ""d1_2024_four_indicator"", key = paste0(baseline$aggregate_d1_alprek_2024_four_indicator$by_indicator$indicator, ""_theta_hat_sum""), value = baseline$aggregate_d1_alprek_2024_four_indicator$by_indicator$theta_hat_sum),",1,401,121,"049","approved_style_debt"
"488790106830a7946612797fbda7fc2e","93c95c32fed342569194c3904a8c4a9f","line_length_linter","tests/testthat/helper-regression.R","Lines should not be more than 120 characters. This line is 241 characters.","    data.frame(section = ""d1_2024_four_indicator"", key = paste0(baseline$aggregate_d1_alprek_2024_four_indicator$by_indicator$indicator, ""_theta_raw_sum""), value = baseline$aggregate_d1_alprek_2024_four_indicator$by_indicator$theta_raw_sum),",1,400,121,"049","approved_style_debt"
"8429527a75aa6bbec0f1192b4a94aba3","acb0da06f2a843fa19d518882bcb5f03","line_length_linter","tests/testthat/test-boundary.R","Lines should not be more than 120 characters. This line is 129 characters.","    sitemix::sm_estimate_from_counts(boundary_count_data(), family = ""binomial"", indicator = ""absent"", boundary_method = ""wald""),",1,204,121,"049","approved_style_debt"
"2f91e1c959feaf96188878e38b035fd9","b716ae280d49f97038d9b2062e9a7cb4","line_length_linter","tests/testthat/test-boundary.R","Lines should not be more than 120 characters. This line is 135 characters.","    sitemix::sm_estimate_from_counts(boundary_count_data(), family = ""binomial"", indicator = ""absent"", anscombe = TRUE, vst = ""logit""),",1,224,121,"049","approved_style_debt"
"28be809aa3abf5eac880db7b124e4aef","7a9cb8b2ae7393257165c45782c0fc0f","line_length_linter","tests/testthat/test-frechet.R","Lines should not be more than 120 characters. This line is 137 characters.","  expect_true(all(env$V_independence[[""S1::2025""]][row(env$V_independence[[""S1::2025""]]) != col(env$V_independence[[""S1::2025""]])] == 0))",1,204,121,"049","approved_style_debt"
"d8b7b93c04d628f7627ae926f250b516","9dc4c022430798d10d9cd5f53dc8dea5","indentation_linter","tests/testthat/test-generic-summary-export-contract.R","Indentation should be 10 spaces but is 8 spaces.","        !identical(first$year, as.integer(keys$year[[i]]))) {",1,121,8,"049","approved_style_debt"
"d21910bf230eafc9402ce6856509abaa","e3c7d315a2ffdc4189ac34a6f8e5b677","indentation_linter","tests/testthat/test-generic-summary-export-contract.R","Indentation should be 10 spaces but is 8 spaces.","        !identical(rownames(matrix), order) ||",1,134,8,"049","approved_style_debt"
"b8c12c6dafbc07decb60b682ee4c85e6","2f765e40091a0af2094a40bbb6ebcee4","indentation_linter","tests/testthat/test-generic-summary-export-contract.R","Indentation should be 10 spaces but is 8 spaces.","        length(coordinate) != nrow(block)) {",1,128,8,"049","approved_style_debt"
"ac29a6420a2967a9fe9a548c67e5877c","1f16a4c0f2df30ce10ae2dd7fe071545","indentation_linter","tests/testthat/test-generic-summary-export-contract.R","Indentation should be 8 spaces but is 6 spaces.","      any(matrices$diag_severity == ""error"")) {",1,164,6,"049","approved_style_debt"
"96e4338aaa0e09882fab20e4ebc84b07","fa17d94d583b42debf74124f4b0ae05a","line_length_linter","tests/testthat/test-input-validation.R","Lines should not be more than 120 characters. This line is 121 characters.","  expect_error(sitemix:::.sm_validate_id_cols(fractional_year, c(""site_id"", ""year"")), class = ""sitemix_error_input_type"")",1,59,121,"049","approved_style_debt"
"5741ee76eba75731061c4441baf0aa38","2e7ec35b80cbd8ef22a751a8899d8141","line_length_linter","tests/testthat/test-input-validation.R","Lines should not be more than 120 characters. This line is 121 characters.","  expect_error(sitemix:::.sm_validate_id_cols(missing_site, c(""site_id"", ""year"")), class = ""sitemix_error_input_columns"")",1,47,121,"049","approved_style_debt"
"03f89019cba756371696bcf5538a5cc6","aa376f19318b72feb87fc2a96c09f45a","line_length_linter","tests/testthat/test-input-validation.R","Lines should not be more than 120 characters. This line is 130 characters.","  expect_error(sitemix:::.sm_validate_indicator_args(df, ""binomial"", indicator = NULL), class = ""sitemix_error_invalid_indicator"")",1,24,121,"049","approved_style_debt"
"fa4b94c6c64099ba620f492afb2e9c58","cc7ffa3f3c75f3f9a885b10499e0fcf8","line_length_linter","tests/testthat/test-input-validation.R","Lines should not be more than 120 characters. This line is 138 characters.","  expect_error(sitemix:::.sm_validate_indicator_args(df, ""multivariate"", indicators = ""snap""), class = ""sitemix_error_invalid_indicators"")",1,25,121,"049","approved_style_debt"
"321ea1c166c0babf9c8914563f9fecd1","deded3c0454b176d41ba5971893bddce","line_length_linter","tests/testthat/test-input-validation.R","Lines should not be more than 120 characters. This line is 168 characters.","  expect_error(sitemix:::.sm_validate_indicator_args(df, ""multivariate"", indicator = ""snap"", indicators = c(""snap"", ""frpm"")), class = ""sitemix_error_invalid_indicator"")",1,26,121,"049","approved_style_debt"
"b28c14d588c4eb73e0629693e8b492bc","e2d1a549a7a53d4cdf08ea0f0590be0b","indentation_linter","tests/testthat/test-joint-uncertainty-interoperability.R","Indentation should be 10 spaces but is 8 spaces.","        !identical(colnames(matrix), order) ||",1,361,8,"049","approved_style_debt"
"beca1a763c348dc81c91063ca3276649","e45b109c8932295a2d263c1bb696ec45","indentation_linter","tests/testthat/test-joint-uncertainty-interoperability.R","Indentation should be 10 spaces but is 8 spaces.","        !isTRUE(d$symmetry_preserved) || !isTRUE(d$psd_preserved) ||",1,353,8,"049","approved_style_debt"
"b5ba003a6eabcfcc091482e91da0be3d","18b20dab022a34990cbd10cde77404b7","indentation_linter","tests/testthat/test-joint-uncertainty-interoperability.R","Indentation should be 10 spaces but is 8 spaces.","        !setequal(group_indicators, order)) {",1,224,8,"049","approved_style_debt"
"e55858c5800ca4fdc1760314b997758a","b4cd1ce897387ea197dc577ec6f1ae76","indentation_linter","tests/testthat/test-joint-uncertainty-interoperability.R","Indentation should be 10 spaces but is 8 spaces.","        x$K[[idx[[1L]]]] != length(idx) ||",1,232,8,"049","approved_style_debt"
"ea5b35f925d1987d0aee17c8b427ab3f","c546e44b0742e7aae62cefdc48403708","indentation_linter","tests/testthat/test-joint-uncertainty-interoperability.R","Indentation should be 12 spaces but is 10 spaces.","          !all(row_diag$estimate_vcov_scale_compatible[ordered_rows])) {",1,249,10,"049","approved_style_debt"
